Tenure,Salary,Department,JobSatisfaction,WorkLifeBalance,CommuteDistance,MaritalStatus,Education,PerformanceRating,TrainingHours,OverTime,NumProjects,YearsSincePromotion,ChurnLikelihood
10,62000,ADM,3,3.5,Short,Married,Bachelor,3.333,30,1,3.62,3,Less Likely
2,71500,ACC,5,3,Short,Married,Bachelor,3.333,18,1,4,0,Less Likely
4,73500,SL,3,3.5,Short,Married,Bachelor,4,18,1,4,0,Less Likely
10,71000,PRO,4,4.5,Medium,Married,Bachelor,3.667,12,1,4,1,Less Likely
7,65500,PR,3,4,Medium,Married,Bachelor,4,18,1,3.62,0,Highly Likely
7,62000,RD,4,3.5,Medium,Married,High School,3.333,30,1,3,0,Less Likely
14,86500,SL,3,4.5,Short,Divorced,High School,3.333,88,1,4,2,Less Likely
9,54500,RD,4,3.5,Long,Married,High School,3.667,88,1,4,2,Less Likely
6,71000,SL,4,4,Short,Married,High School,3,64,1,3,0,Highly Likely
5,68500,CS,3,5,Medium,Married,Bachelor,4.667,18,1,3,0,Less Likely
4,73500,PR,1,3.5,Long,Married,Master,3,36,1,4,0,Less Likely
8,71000,SL,4,5,Long,Married,High School,4,56,1,3,2,Less Likely
10,83000,SL,3,4,Long,Married,Master,3.667,24,1,4,4,Highly Likely
5,47000,FM,2,3.5,Long,Married,High School,3.333,64,1,3,0,Less Likely
10,71500,PM,3,3.5,Long,Married,Bachelor,3.667,18,1,4,4,Less Likely
3,66000,SL,5,4,Short,Married,Bachelor,3.667,6,1,4,0,Less Likely
16,77000,OPR,4,4,Long,Married,Bachelor,4,30,1,4,1,Less Likely
9,65500,SL,5,3,Long,Married,Master,3.333,18,1,4,1,Less Likely
7,63000,PM,4,4,Short,Divorced,Bachelor,3,12,1,3,1,Less Likely
12,62000,ADM,3,3.5,Short,Divorced,High School,3.333,56,1,4,5,Less Likely
6,59000,SL,5,4.5,Short,Married,High School,3.667,64,1,3.62,0,Less Likely
8,60500,FM,4,3.5,Short,Married,High School,3.333,56,1,3,0,Less Likely
13,79000,QA,3,3.5,Short,Married,Bachelor,3.333,24,1,4,2,Less Likely
18,78500,CS,3,4,Long,Married,Bachelor,3.667,30,1,4,5,Less Likely
3,65500,SL,2,3,Medium,Divorced,Bachelor,3,24,1,4,0,Less Likely
11,71500,SL,4,4,Long,Single,High School,4,88,1,4,3,Less Likely
5,66000,QA,3,3.5,Short,Married,Master,4,18,1,3.62,0,Highly Likely
18,73000,HR,2,4,Medium,Married,Bachelor,4,12,1,4,4,Less Likely
9,74000,ACC,4,4,Long,Married,Bachelor,3.667,12,1,4,3,Less Likely
8,72500,SL,2,4.5,Medium,Divorced,Bachelor,4.667,12,1,5,0,Less Likely
4,65000,SL,3,3.5,Short,Married,Master,3.333,24,1,3.62,0,Less Likely
3,57500,FM,5,3,Short,Married,High School,3,80,1,4,0,Highly Likely
8,62500,CS,3,3.5,Long,Single,Bachelor,4.333,12,1,4,0,Less Likely
6,73500,PM,3,3.5,Long,Single,High School,3.667,96,1,5,0,Less Likely
6,55000,OPR,5,3.5,Medium,Married,High School,3.333,24,1,3,0,Less Likely
17,69000,ADM,2,3,Medium,Married,High School,3,30,1,3,4,Less Likely
12,74500,RD,3,3.5,Short,Single,High School,4,48,1,4,6,Less Likely
2,48000,ACC,1,3.5,Medium,Married,High School,3,88,1,4,0,Less Likely
12,75500,RD,3,4,Medium,Single,Bachelor,3.333,30,1,4,6,Less Likely
6,67500,OPR,3,3.5,Medium,Single,Bachelor,3,24,1,3,0,Less Likely
10,67500,PR,2,3.5,Long,Divorced,High School,3.667,30,1,4,0,Less Likely
1,65500,ACC,4,3,Medium,Single,Bachelor,3.333,36,1,4,0,Less Likely
9,60500,PR,2,4,Short,Married,Bachelor,3.667,36,0,4,0,Less Likely
9,61000,PRO,3,3.5,Medium,Divorced,Bachelor,4.333,12,1,5,2,Less Likely
11,73000,SL,4,3.5,Medium,Married,High School,3.667,64,1,5,1,Less Likely
9,64000,CS,5,3.5,Short,Married,Bachelor,3.667,30,0,5,1,Less Likely
16,63500,QA,3,3.5,Short,Married,High School,3.667,96,1,3,2,Less Likely
4,64500,HR,1,3.5,Long,Married,Bachelor,3.333,30,1,3.62,0,Less Likely
2,56000,QA,3,4,Medium,Married,Bachelor,3.667,24,1,3,0,Less Likely
4,63000,IT,5,4,Medium,Single,Bachelor,3.363,30,1,4,0,Less Likely
8,65000,MKT,4,4,Short,Married,Bachelor,3.667,12,1,3,0,Less Likely
10,69000,IT,4,4,Medium,Divorced,Master,3.667,30,1,4,4,Less Likely
19,91000,SL,2,3.5,Long,Single,Bachelor,3.667,12,1,4,9,Less Likely
1,59500,ACC,2,4,Long,Married,High School,3.667,64,1,3,0,Less Likely
3,54500,HR,4,4.5,Medium,Divorced,Bachelor,4,18,1,4,0,Less Likely
4,70000,Legal,2,4,Long,Single,Bachelor,3.667,24,1,4,0,Less Likely
11,69500,PRO,3,4,Short,Married,Bachelor,3.667,18,1,4,4,Less Likely
7,77500,SL,3,4,Short,Married,Bachelor,3.667,18,1,4,0,Less Likely
8,71500,SL,3,3,Long,Married,Bachelor,4,12,1,5,2,Less Likely
3,58000,ACC,5,4,Long,Married,High School,3.333,40,1,3,0,Highly Likely
8,56000,CS,4,4.5,Long,Divorced,High School,4.333,48,1,3,1,Less Likely
4,66000,MKT,4,4,Short,Married,Master,4,24,1,4,0,Less Likely
12,81500,PR,2,4,Medium,Married,Bachelor,3.333,24,1,3,1,Highly Likely
5,67500,PM,3,4.5,Long,Married,High School,3.667,80,1,3,0,Less Likely
22,82500,MKT,3,3.5,Medium,Divorced,Bachelor,3,12,1,3,3,Less Likely
1,58500,RD,5,3.5,Short,Single,Bachelor,3.667,30,1,3,0,Less Likely
9,50500,MKT,2,3.5,Long,Married,High School,3.333,96,1,4,2,Less Likely
6,57500,CS,4,4,Medium,Married,Bachelor,3.333,30,1,4,0,Less Likely
20,76500,PR,5,4.5,Short,Married,High School,3.667,80,1,3,10,Highly Likely
10,84000,FM,4,4,Short,Married,Master,3.333,12,1,3,1,Less Likely
2,53000,CS,4,4,Medium,Divorced,High School,3.667,56,1,3,0,Less Likely
12,64000,OPR,3,4,Short,Married,High School,3.667,48,1,3,0,Less Likely
10,58000,QA,2,4,Medium,Married,Bachelor,4,18,1,4,0,Highly Likely
5,50500,QA,3,4,Long,Divorced,Bachelor,4,30,1,4,0,Less Likely
7,78000,ACC,2,3.5,Medium,Single,Bachelor,3.667,18,1,4,1,Less Likely
10,63500,OPR,3,3,Medium,Married,High School,3,32,1,4,2,Less Likely
7,50500,ACC,4,4.5,Medium,Married,Bachelor,4,24,1,4,1,Less Likely
2,70000,SL,5,3.5,Medium,Divorced,Bachelor,3.667,30,1,4,0,Less Likely
1,57500,CS,4,3.5,Medium,Single,High School,3.333,80,1,4,0,Less Likely
11,69500,MKT,5,4.5,Short,Divorced,Bachelor,4,12,1,4,2,Less Likely
13,69000,CS,4,5,Long,Married,High School,4,80,0,4,2,Less Likely
7,73000,PM,5,3.5,Long,Divorced,Bachelor,4,12,1,4,1,Less Likely
1,68500,SL,4,4,Medium,Divorced,High School,3.333,40,1,4,0,Less Likely
8,66500,RD,3,4,Short,Married,High School,3.667,88,1,5,2,Less Likely
7,67000,MKT,4,4.5,Medium,Married,Bachelor,4.333,30,1,5,0,Less Likely
10,64000,HR,3,3.5,Short,Divorced,Bachelor,3.333,30,1,4,0,Less Likely
14,67000,CS,4,3.5,Long,Married,Master,3.333,12,1,4,3,Less Likely
8,57500,ACC,2,3.5,Long,Married,High School,3.667,72,1,3.62,2,Less Likely
6,57500,CS,3,4,Long,Married,High School,3.667,72,1,3,0,Less Likely
6,61000,ADM,3,3,Medium,Single,Bachelor,3,18,1,4,0,Less Likely
9,67500,RD,4,4.5,Short,Married,High School,4,64,1,3,3,Less Likely
4,64500,CS,3,4.5,Long,Married,Bachelor,3.667,36,1,4,0,Less Likely
3,59500,CS,4,4,Medium,Divorced,High School,3.333,48,1,3,0,Less Likely
5,70500,SL,3,4,Short,Married,Bachelor,4,6,1,4,0,Highly Likely
9,66500,PM,4,4,Short,Single,High School,3.333,64,0,3,0,Less Likely
4,60000,CS,3,3.5,Medium,Married,Bachelor,3.333,24,1,4,0,Less Likely
5,66500,PM,5,4,Short,Married,Bachelor,3.333,12,1,4,0,Highly Likely
7,62500,CS,2,4.5,Medium,Married,High School,3.667,48,1,5,0,Less Likely
10,72500,SL,2,4.5,Medium,Married,Bachelor,4,30,1,4,2,Highly Likely
5,76000,Legal,4,2.5,Medium,Single,Bachelor,3.333,30,1,4,0,Less Likely
6,65000,ADM,3,4,Short,Married,Bachelor,3.667,24,1,4,0,Less Likely
8,55000,HR,1,4,Medium,Single,High School,3,72,1,3.62,1,Highly Likely
5,68000,Legal,3,3.5,Long,Married,Master,3.333,30,1,3,0,Less Likely
2,66000,MKT,3,3.5,Medium,Married,Bachelor,3.667,30,1,3,0,Less Likely
6,54000,CS,3,3.5,Medium,Married,Bachelor,3.667,12,1,4,0,Less Likely
7,62000,Legal,5,3,Long,Divorced,High School,3.333,72,1,4,0,Less Likely
3,74500,MKT,4,4,Medium,Divorced,Bachelor,2.667,18,1,3.62,0,Less Likely
11,71500,CS,3,4,Medium,Single,High School,3.667,30,1,4,5,Less Likely
3,58000,QA,2,3,Medium,Single,Bachelor,3.667,18,1,4,0,Less Likely
10,80000,SL,4,4.5,Medium,Divorced,Bachelor,4,24,1,5,4,Less Likely
9,58500,MKT,5,4,Long,Married,Bachelor,3.667,18,1,5,3,Less Likely
3,63000,SL,1,4,Long,Single,High School,3.333,40,1,5,0,Less Likely
7,65000,PM,2,3.5,Medium,Single,High School,3.333,80,1,4,0,Less Likely
10,54500,QA,3,3,Short,Married,High School,3.333,72,1,4,3,Less Likely
3,68000,PM,1,4,Long,Divorced,High School,3.667,32,1,4,0,Less Likely
8,54500,PM,1,4,Short,Divorced,High School,3.333,30,1,4,2,Less Likely
6,55000,PR,3,3.5,Medium,Married,Bachelor,4,30,1,4,0,Less Likely
7,64000,MKT,2,3.5,Medium,Single,Bachelor,3.667,24,1,4,1,Less Likely
9,75000,IT,3,4,Medium,Married,Bachelor,3.667,18,1,3.62,1,Less Likely
10,63000,ACC,3,3.5,Long,Single,High School,3.333,88,1,3,2,Highly Likely
2,66000,OPR,5,4,Short,Single,High School,3.333,32,1,4,0,Less Likely
6,53000,QA,2,3.5,Long,Married,Bachelor,3.333,18,1,4,0,Less Likely
3,58500,ACC,5,4.5,Short,Divorced,High School,4,32,1,4,0,Less Likely
2,65500,IT,2,3.5,Short,Married,Bachelor,3.667,36,1,4,0,Less Likely
13,75000,ACC,2,3.5,Long,Single,Bachelor,3,24,1,4,5,Less Likely
4,66500,RD,4,4,Long,Divorced,Master,3.667,18,1,4,0,Less Likely
16,76500,CS,5,3.5,Short,Divorced,Bachelor,4,12,1,3,1,Less Likely
13,76500,PRO,4,3.5,Short,Divorced,Bachelor,3.667,30,1,4,2,Less Likely
7,58000,OPR,5,4,Short,Married,Bachelor,4,30,1,4,1,Highly Likely
1,64500,MKT,4,3,Long,Married,Bachelor,4.333,18,1,4,0,Less Likely
12,72500,PRO,5,4.5,Medium,Divorced,Bachelor,3.667,24,1,3.62,6,Less Likely
6,61500,MKT,3,3.5,Medium,Married,Bachelor,3.667,24,1,4,0,Less Likely
6,63500,MKT,2,4,Long,Divorced,Bachelor,3.333,24,0,4,0,Less Likely
9,79500,MKT,4,3,Short,Married,Bachelor,4,12,1,3,2,Less Likely
8,65000,RD,4,3.5,Medium,Divorced,Bachelor,3.333,24,1,3,1,Less Likely
3,72500,PM,3,3.5,Long,Divorced,Bachelor,3.667,18,1,4,0,Less Likely
7,69000,SL,2,4,Long,Married,Bachelor,3.667,30,1,4,1,Less Likely
7,50500,HR,3,4,Long,Divorced,Bachelor,3.333,30,1,4,1,Less Likely
2,56000,RD,5,4,Long,Single,Bachelor,3.667,18,1,3,0,Highly Likely
17,74500,QA,2,3,Short,Married,Master,3,30,1,4,10,Less Likely
4,54500,Legal,2,3.5,Short,Married,High School,4,56,0,3.62,0,Less Likely
18,77500,MKT,1,3,Short,Married,Bachelor,2.667,30,1,4,8,Less Likely
12,73000,MKT,3,3,Medium,Divorced,Bachelor,3.333,30,1,4,0,Less Likely
8,63000,CS,4,4,Short,Married,Bachelor,4,18,1,3,0,Less Likely
7,63000,PM,3,3.5,Long,Single,Bachelor,3.667,18,1,5,1,Less Likely
4,57000,ACC,4,4,Short,Married,High School,3.667,48,1,4,0,Highly Likely
9,57500,QA,3,4,Medium,Married,High School,3.667,64,1,3,3,Less Likely
14,80000,IT,2,3.5,Short,Divorced,Master,3.333,30,1,4,4,Less Likely
10,70500,ADM,3,3.5,Long,Divorced,Bachelor,3,30,1,4,1,Less Likely
3,66500,MKT,1,4,Medium,Married,Bachelor,3.667,30,1,4,0,Less Likely
10,65000,OPR,3,3,Medium,Single,Bachelor,3.333,30,1,4,4,Less Likely
10,73500,PR,4,3.5,Long,Single,Bachelor,3.333,12,1,4,0,Less Likely
7,66000,QA,2,4,Medium,Single,Bachelor,3,36,1,3,1,Less Likely
6,60500,RD,4,3,Short,Single,Master,4,30,1,3,0,Less Likely
5,58000,HR,1,4,Medium,Married,High School,3.667,80,1,4,0,Less Likely
8,56000,ADM,3,4.5,Short,Married,High School,4,40,1,5,2,Less Likely
7,72000,CS,3,2.5,Medium,Single,Master,3,12,1,4,1,Less Likely
8,65500,SL,2,4,Long,Married,High School,3.667,80,1,4,1,Highly Likely
4,59500,PRO,5,4,Medium,Married,Bachelor,4,24,1,4,0,Less Likely
4,64000,OPR,4,3.5,Long,Married,Bachelor,3.667,36,1,3.62,0,Less Likely
8,67000,ACC,4,4,Medium,Married,High School,3.667,30,1,4,0,Less Likely
6,58000,ACC,4,3,Medium,Divorced,High School,2.667,30,1,4,0,Less Likely
8,76000,IT,3,4,Medium,Divorced,High School,4,56,1,4,0,Less Likely
4,58500,Legal,5,3.5,Short,Married,High School,3.667,56,1,4,0,Less Likely
4,76500,MKT,3,4,Medium,Single,Bachelor,3.333,36,1,4,0,Less Likely
10,54500,RD,2,3,Medium,Married,High School,4,32,1,4,3,Less Likely
6,68000,RD,4,4,Short,Divorced,Master,4,30,1,4,0,Less Likely
4,47500,CS,4,4,Short,Married,High School,3.667,72,1,3,0,Less Likely
6,77000,SL,2,4,Short,Married,Master,4,24,1,3,0,Less Likely
6,69000,PM,4,3.5,Long,Married,Bachelor,3.667,6,1,3,0,Less Likely
6,64500,RD,5,4,Medium,Married,Bachelor,4,24,1,4,0,Less Likely
5,59000,IT,4,4,Short,Married,Bachelor,3.333,30,1,4,0,Less Likely
3,65000,ACC,2,4,Long,Divorced,Bachelor,4,30,1,3.62,0,Highly Likely
19,80000,ACC,3,4,Medium,Divorced,Bachelor,3.333,36,1,4,6,Less Likely
10,65500,IT,5,3.5,Medium,Married,Bachelor,3.667,30,1,3,3,Less Likely
7,47500,PRO,2,3,Long,Married,High School,3.333,40,1,3,1,Less Likely
9,69000,Legal,3,3.5,Medium,Married,Bachelor,3.667,24,1,3,2,Less Likely
5,73500,SL,4,4,Long,Married,Bachelor,3.667,36,1,4,0,Less Likely
7,57000,FM,4,3.5,Medium,Married,High School,3.667,88,1,5,0,Less Likely
6,59000,CS,5,4,Medium,Married,Bachelor,4,12,1,4,0,Highly Likely
16,68500,RD,5,3.5,Short,Married,Bachelor,3.333,30,1,4,7,Less Likely
7,64000,ADM,3,4.5,Medium,Married,High School,4,56,1,3,0,Less Likely
4,62000,PRO,5,3.5,Medium,Married,Bachelor,3.333,30,1,4,0,Highly Likely
1,49000,RD,4,3.5,Long,Divorced,Bachelor,3.667,6,1,4,0,Highly Likely
8,59000,FM,4,4,Long,Single,Bachelor,3.333,30,1,3,1,Highly Likely
8,59000,ACC,5,4,Medium,Married,High School,3.333,32,1,3,0,Less Likely
8,66000,SL,4,4,Short,Single,High School,3.333,56,1,3,1,Less Likely
3,62500,RD,3,3.5,Short,Single,Bachelor,3.667,24,1,3,0,Less Likely
5,70500,SL,5,4,Short,Married,High School,4,72,1,4,0,Less Likely
2,66000,HR,5,3.5,Long,Married,Bachelor,3,24,1,3,0,Less Likely
4,70000,ACC,3,3.5,Long,Divorced,Bachelor,3.333,24,1,3,0,Less Likely
1,65000,IT,4,4.5,Short,Married,High School,4.333,64,1,4,0,Less Likely
3,56000,ACC,4,4,Medium,Married,High School,4,32,1,4,0,Less Likely
8,65000,ACC,3,4,Short,Married,High School,3.667,56,1,3,0,Highly Likely
9,72500,HR,3,3.5,Short,Married,Bachelor,3.667,30,1,4,2,Highly Likely
5,72000,OPR,4,4,Medium,Married,Bachelor,3.333,18,1,4,0,Less Likely
7,61000,ACC,1,3,Medium,Single,Bachelor,3,24,1,4,1,Less Likely
12,80000,SL,2,4,Long,Single,Master,3.333,24,1,4,4,Less Likely
9,58500,PR,3,4.5,Short,Married,High School,3.667,30,1,4,2,Less Likely
8,58500,RD,1,4,Medium,Married,Bachelor,3.333,36,1,4,0,Less Likely
8,60000,SL,5,4.5,Medium,Married,High School,4,88,1,3,2,Less Likely
8,78000,RD,4,4.5,Short,Married,Bachelor,4,24,1,3,0,Less Likely
15,60500,OPR,5,4.5,Long,Divorced,Bachelor,4.333,18,1,4,7,Less Likely
8,72500,PRO,4,4,Short,Married,Bachelor,4.333,30,1,4,1,Less Likely
4,70000,IT,2,3.5,Short,Single,Bachelor,3.667,30,1,5,0,Less Likely
3,57000,CS,1,3.5,Long,Married,Bachelor,3.333,36,1,5,0,Less Likely
3,56500,RD,4,3.5,Medium,Married,Bachelor,3.667,36,1,4,0,Less Likely
2,72500,Legal,5,4,Medium,Married,Bachelor,3.667,30,1,3,0,Less Likely
6,50500,PRO,4,3.5,Medium,Married,High School,4.333,48,1,4,0,Less Likely
15,63500,QA,2,4.5,Short,Married,Bachelor,3.333,36,1,3,7,Less Likely
3,48500,HR,4,4,Medium,Divorced,High School,3.667,72,1,4,0,Highly Likely
4,61500,MKT,5,3.5,Medium,Single,Bachelor,3.333,12,1,4,0,Less Likely
3,70000,PRO,2,4,Short,Married,Bachelor,3.667,24,1,3.62,0,Less Likely
2,64000,ACC,3,3.5,Long,Single,High School,3,56,1,4,0,Less Likely
10,57500,FM,4,4,Medium,Divorced,Bachelor,4,24,1,5,4,Less Likely
6,74000,ACC,5,4,Short,Married,High School,3.667,80,1,4,0,Less Likely
4,52000,RD,3,3.5,Short,Single,Bachelor,3.667,18,1,4,0,Less Likely
7,59000,RD,4,4,Medium,Married,Bachelor,3.333,30,1,3.62,0,Less Likely
11,67000,FM,3,4,Long,Divorced,High School,3.333,72,1,4,1,Highly Likely
4,59500,ADM,3,4,Short,Single,High School,3.667,80,1,4,0,Less Likely
4,68000,QA,5,4,Long,Married,Master,4,24,1,3,0,Less Likely
6,71000,ACC,4,4,Medium,Single,High School,3.333,32,1,4,0,Less Likely
9,68000,MKT,4,3.5,Short,Divorced,Bachelor,3.333,12,1,4,2,Less Likely
3,73000,PM,2,3.5,Long,Married,Bachelor,3.667,36,1,3,0,Less Likely
5,66000,HR,5,3.5,Short,Married,Master,3.667,30,1,4,0,Less Likely
11,53500,SL,2,3,Short,Married,High School,3.333,48,1,4,3,Highly Likely
6,64500,IT,3,4,Short,Married,Bachelor,4,6,1,5,0,Less Likely
4,63000,CS,4,3.5,Medium,Married,High School,3.667,80,1,3,0,Less Likely
2,63500,IT,5,4,Short,Married,Bachelor,3.333,30,1,5,0,Less Likely
7,76500,PR,4,4,Long,Married,Bachelor,3.667,18,1,5,1,Highly Likely
7,75000,PM,2,4,Medium,Married,Bachelor,3.667,24,1,3,1,Less Likely
1,58500,MKT,3,4,Medium,Married,Bachelor,3.667,6,1,4,0,Less Likely
4,67500,SL,2,3.5,Medium,Married,Bachelor,3.667,6,1,5,0,Highly Likely
9,65500,QA,3,3.5,Short,Married,Bachelor,2.667,30,1,3,0,Less Likely
4,56500,QA,4,4,Medium,Married,Bachelor,4,12,1,3.62,0,Less Likely
12,75500,ACC,4,4,Medium,Married,Bachelor,3.333,30,1,3.62,3,Less Likely
10,73000,QA,5,3.5,Short,Single,Bachelor,3.333,36,1,3,1,Less Likely
15,79000,PM,3,3.5,Long,Divorced,High School,3.667,56,1,4,6,Less Likely
10,67500,ACC,3,4,Long,Single,Bachelor,3,30,1,3,3,Less Likely
5,48500,ACC,3,4.5,Long,Married,High School,4,64,1,5,0,Less Likely
5,65500,IT,3,3.5,Medium,Married,Bachelor,4,30,1,4,0,Less Likely
8,68000,QA,3,3.5,Short,Married,Bachelor,3.667,24,1,4,0,Less Likely
13,83500,SL,3,4,Long,Married,Bachelor,3,24,1,3,5,Less Likely
5,64500,CS,3,3.5,Long,Single,Bachelor,3,36,1,3.62,0,Less Likely
4,67500,Legal,3,3,Long,Single,Bachelor,3.667,30,1,4,0,Less Likely
7,64500,QA,4,4,Long,Married,Bachelor,3.667,30,1,4,1,Less Likely
6,69000,MKT,1,4,Long,Married,Bachelor,3.667,24,1,4,0,Less Likely
10,78000,QA,3,4.5,Medium,Married,Bachelor,4,30,0,4,3,Less Likely
14,78500,CS,2,3,Medium,Married,Bachelor,3,18,1,4,0,Less Likely
17,65000,ACC,2,3.5,Long,Married,High School,3.667,48,1,3,8,Less Likely
6,52500,OPR,4,3.5,Long,Married,High School,3.667,48,1,4,0,Less Likely
12,75500,SL,5,4,Medium,Divorced,High School,3.667,30,1,4,2,Less Likely
7,64500,RD,2,3,Short,Married,Bachelor,3.333,30,1,4,1,Less Likely
4,63500,RD,4,4,Short,Divorced,High School,4,72,1,4,0,Less Likely
11,64500,Legal,3,4,Short,Married,Bachelor,3.667,24,1,4,4,Highly Likely
10,53500,IT,2,3.5,Short,Married,High School,3,64,1,4,0,Less Likely
6,63500,ADM,4,2.5,Short,Divorced,Bachelor,2.333,30,1,3,0,Less Likely
5,59000,QA,1,4,Long,Married,High School,3.333,56,1,5,0,Less Likely
8,71500,SL,2,3.5,Long,Married,Bachelor,3.667,30,0,3,2,Less Likely
5,68500,SL,3,4,Long,Married,Bachelor,3.667,36,1,4,0,Less Likely
6,77000,SL,2,4,Short,Single,Bachelor,3.667,6,1,3,0,Less Likely
7,60500,HR,2,4.5,Short,Married,Bachelor,4,36,1,4,1,Less Likely
7,65000,CS,5,3.5,Medium,Married,High School,3.667,56,1,4,1,Less Likely
6,59500,MKT,5,3.5,Medium,Single,Bachelor,2.667,30,1,3.62,0,Less Likely
15,69000,IT,3,3.5,Long,Married,High School,4,64,1,4,1,Less Likely
7,79500,SL,4,4,Medium,Married,Bachelor,4,12,0,4,0,Less Likely
6,70500,OPR,5,4,Long,Married,Master,4,12,1,3,0,Less Likely
6,64500,ADM,4,3.5,Short,Single,Bachelor,3,24,1,4,0,Highly Likely
10,60000,CS,3,4,Short,Divorced,Bachelor,4,18,1,4,4,Highly Likely
7,56500,CS,3,3.5,Medium,Divorced,Bachelor,3.333,30,1,4,1,Highly Likely
4,68000,MKT,1,3,Short,Single,Bachelor,3.667,30,1,4,0,Less Likely
5,64500,IT,2,3.5,Medium,Married,High School,3.667,32,1,3,0,Less Likely
12,76500,RD,4,3.5,Medium,Single,Bachelor,3.667,30,1,4,2,Highly Likely
7,65500,PM,1,3,Long,Single,High School,3.333,56,1,4,0,Less Likely
10,73000,HR,4,4,Medium,Divorced,Bachelor,3.333,30,1,4,2,Less Likely
8,78500,ACC,3,3.5,Short,Married,Bachelor,3.667,30,1,4,0,Less Likely
10,58000,ADM,2,3.5,Medium,Single,High School,3.667,30,1,4,3,Highly Likely
4,51500,HR,5,4.5,Medium,Married,High School,3.667,80,1,3,0,Less Likely
5,75000,RD,5,5,Long,Divorced,Master,5,36,1,4,0,Less Likely
8,80500,IT,4,3.5,Short,Married,Bachelor,3,36,1,3,0,Less Likely
5,62500,OPR,3,3,Long,Married,Bachelor,2.667,12,1,3,0,Less Likely
7,66500,QA,3,5,Medium,Married,Bachelor,4.333,18,1,3.62,0,Less Likely
6,56500,MKT,5,4,Medium,Married,Bachelor,3.667,30,1,4,0,Less Likely
9,80000,SL,3,4,Medium,Married,Bachelor,3.667,12,1,4,1,Highly Likely
10,57500,FM,4,3.5,Short,Married,Bachelor,4,36,1,4,0,Less Likely
9,64500,SL,5,3.5,Long,Married,High School,3.333,80,1,3,1,Less Likely
9,58000,HR,2,3.5,Long,Divorced,High School,3.667,96,1,3,1,Less Likely
10,69000,CS,4,4,Short,Single,Bachelor,3.667,30,1,4,0,Less Likely
9,67500,CS,4,4.5,Medium,Married,Bachelor,4.333,24,1,4,3,Less Likely
7,58500,Legal,3,4,Long,Married,Bachelor,4,30,1,5,1,Less Likely
2,59000,IT,3,3,Medium,Single,Bachelor,3,30,1,5,0,Less Likely
9,61500,PM,3,3.5,Medium,Married,Bachelor,3.333,12,1,3.62,1,Less Likely
6,70500,HR,2,4,Medium,Married,Bachelor,4,24,1,4,0,Less Likely
8,59500,CS,3,4.5,Long,Married,Bachelor,3.667,36,0,4,2,Less Likely
8,64000,Legal,4,4,Medium,Married,High School,4,56,1,4,0,Highly Likely
5,60000,RD,2,5,Medium,Married,Bachelor,3.333,18,1,3,0,Less Likely
8,71500,ADM,3,3.5,Medium,Married,Master,3.333,30,1,4,0,Less Likely
1,67500,SL,5,3.5,Medium,Married,Bachelor,3.667,12,1,4,0,Less Likely
3,44500,ACC,5,3.5,Medium,Married,High School,3.667,40,1,4,0,Less Likely
3,73000,ACC,3,4,Long,Married,Bachelor,3.333,24,1,4,0,Less Likely
4,59000,CS,4,3.5,Short,Single,Bachelor,3.333,18,1,4,0,Highly Likely
8,76000,SL,3,4,Long,Married,Master,3.667,18,1,4,2,Less Likely
3,69000,PM,2,4,Short,Divorced,Bachelor,3.667,18,1,3,0,Less Likely
12,65500,ACC,5,4,Long,Married,Bachelor,3.333,36,1,4,3,Less Likely
9,61000,PRO,5,4,Medium,Married,High School,3.333,80,1,4,2,Less Likely
9,53500,QA,2,3,Medium,Married,High School,3.667,30,1,4,2,Less Likely
15,84000,SL,3,4,Short,Married,Master,3.667,12,1,3,9,Less Likely
7,57500,RD,5,3.5,Short,Married,High School,3.667,56,1,4,0,Highly Likely
4,56500,RD,3,3,Short,Married,Bachelor,3.333,18,0,3,0,Less Likely
6,70000,FM,4,4,Short,Married,High School,4,56,1,4,0,Less Likely
5,62500,RD,4,4,Medium,Married,Bachelor,3.667,30,0,4,0,Less Likely
14,77000,MKT,3,3.5,Short,Married,Bachelor,3.333,30,1,4,6,Highly Likely
3,50500,ACC,5,4,Short,Single,High School,3.333,30,1,3,0,Less Likely
6,73000,PM,5,2.5,Short,Married,High School,3.333,40,1,4,0,Less Likely
10,63500,CS,2,3,Medium,Married,Bachelor,3,24,1,4,4,Less Likely
10,65500,CS,2,3,Medium,Married,High School,3.333,40,1,3.62,0,Less Likely
7,79500,PR,5,3.5,Short,Married,Bachelor,3.333,30,1,4,1,Less Likely
5,66000,ACC,4,4.5,Long,Married,Bachelor,3.667,18,1,4,0,Less Likely
14,67000,QA,1,4,Short,Single,High School,3,32,1,3,8,Less Likely
11,53000,RD,2,4,Long,Married,High School,4.333,80,1,4,0,Less Likely
11,64500,QA,5,3.5,Short,Married,Bachelor,3.333,36,1,4,0,Highly Likely
5,49500,CS,2,4,Short,Divorced,High School,3.333,30,1,4,0,Highly Likely
10,71000,CS,4,4,Long,Married,Bachelor,4,18,1,3,0,Less Likely
6,66500,SL,3,3.5,Short,Married,High School,3.333,48,1,4,0,Less Likely
16,74000,MKT,4,4,Long,Married,High School,3.667,64,1,4,3,Less Likely
10,77500,RD,3,3,Short,Single,Bachelor,3,24,1,4,1,Less Likely
3,59500,RD,5,4,Medium,Divorced,High School,3.667,72,1,3,0,Less Likely
